"n.beta.lac.plasmid","n.beta.lac.chrom","strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.plasmids","n.beta.lac","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.tot.cen","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","sulfonamide.resistant.sul","TEM.beta.lactamase","ampC.type.beta.lactamase","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","AAC6.Ib.cr","OXA.beta.lactamase","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.207","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","no.x","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","no.y","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes"
4,-1,"DA63660","circular",120.247225611063,80709,1,1,3,4,0,34,34,16,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,64,64,0,25,25,0,93,93,0,41,41,0,39164,39164,0,94881,94881,0,31062,31062,0,34,0,39164,39164,0,25,25,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1997,3,0,2,6,0,9,2,0,0,5,0,7,2,18,0,0,2,0,0,0,56,91241,NA
3,-1,"DA63662","circular",58.3788457715709,96541,7,1,2,3,0,23,23,7,0,7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,174,174,0,23,23,0,106,106,0,33,33,0,10036,10036,0,88582,88582,0,37575,37575,0,23,0,10036,10036,0,23,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1864,1,6,6,13,0,11,5,2,2,10,0,2,3,6,0,0,0,0,0,0,67,46131.5,0
0,2,"DA63664","circular",42.7148044714512,95641,1,1,2,0,36,0,36,7,7,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,99,33.5,0,33.5,151,0,151,35,0,35,3239,0,3239,41186,0,41186,31250,0,31250,36,0,3239,0,3239,33.5,0,33.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1952,9,7,3,2,0,11,2,0,1,1,0,2,5,12,0,0,0,0,0,0,55,16339,0
8,-4,"DA63666","circular",35.3759261929911,108562,5,2,4,NA,105,75,180,45,39,6,33,14,47,15,3,18,5,1,6,3,1,4,12,230,1557,893.5,36,35,36,769,820,820,561,820,820,40355,403,8705,130895,108494.5,127096,28644,11022,11022,105,0,40355,0,40355,36,0,36,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,75,0,403,403,0,35,35,NA,NA,NA,NA,NA,NA,NA,9,1907,223,14,0,11,0,51,2,0,0,0,10,3,0,15,0,11,0,0,0,0,340,1013.5,0
0,2,"DA63668","circular",61.4405213574939,128007,1,1,2,0,72,0,72,25,25,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,329.5,0,329.5,26,0,26,117,0,117,53,0,53,11080,0,11080,173801,0,173801,32593,0,32593,72,0,11080,0,11080,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1914,1,7,2,4,0,15,2,0,4,1,0,0,1,12,0,0,0,0,0,0,49,16328,NA
3,-1,"DA63670","circular",53.7003928890205,107826,1,1,2,3,0,24,24,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,105,105,0,27,27,0,98,98,0,36,36,0,15596.5,15596.5,0,87646,87646,0,33771,33771,0,24,0,15596.5,15596.5,0,27,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1660,4,0,1,1,0,3,1,0,0,0,0,4,0,9,0,0,0,0,0,0,23,64355.5,0
6,-3,"DA63672","circular",28.0856330463321,104524,8,3,3,NA,35,46,81,23,7,16,8,14,22,0,8,8,0,8,8,0,5,5,9,93,5066,146,35,50.5,43,160,822,822,35,822,822,283,5725,4842,41185,44880.5,41185,31247,3553,3553,35,0,283,0,283,35,0,35,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,46,0,5725,5725,0,50.5,50.5,NA,NA,NA,NA,NA,NA,NA,12,1914,38,4,12,9,0,37,10,0,2,11,8,6,0,15,0,48,0,0,0,0,200,475.5,0
8,-4,"DA63674","circular",14.7757656073994,83494,46,9,4,NA,104,32,136,46,35,11,0,5,5,NA,NA,NA,0,1,1,NA,NA,NA,12,333,532,431.5,30,49,32,91,1360,1360,44,83,83,26106,12762,18046,122259,52436,102409.5,22790,19458,19458,104,0,26106,0,26106,30,0,30,1,1,3,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,32,0,12762,12762,0,49,49,NA,NA,NA,NA,NA,NA,NA,14,1977,106,22,4,24,0,20,2,3,0,3,0,11,14,13,20,28,0,0,11,0,281,753.5,1
4,-1,"DA63678","circular",23.6889535042349,96817,1,1,3,4,0,33,33,16,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,64,64,0,33,33,0,93,93,0,44,44,0,42166,42166,0,133406.5,133406.5,0,31142,31142,0,33,0,42166,42166,0,33,33,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1997,0,26,4,2,0,7,1,0,0,0,0,6,0,21,0,0,0,0,0,0,67,5830.5,NA
2,0,"DA63680","circular",77.0041091592253,102469,5,2,2,2,25,10,35,12,8,4,10,0,10,6,0,6,1,0,1,1,0,1,10,1990,101,1045.5,85,26,42,821,36,821,821,26,821,10635,24327,16401,14165.5,45997,30397,10330,42429,10330,0,10,0,24327,24327,0,26,26,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,NA,NA,25,0,10635,0,10635,85,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1875,61,2,3,40,0,71,1,0,0,40,10,4,2,12,7,50,1,0,0,0,304,346.5,1
3,-1,"DA63682","circular",64.6610874217048,111363,2,2,2,3,0,41,41,7,0,7,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,99,99,0,35,35,0,196,196,0,35,35,0,328,328,0,41192,41192,0,31250,31250,0,41,0,328,328,0,35,35,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1864,9,7,3,2,0,11,2,0,1,1,0,0,1,12,0,0,0,0,0,0,49,16339,0
3,-1,"DA63684","circular",65.4880172746442,89259,6,3,2,3,0,22,22,9,0,9,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,127,127,0,29,29,0,106,106,0,36,36,0,24975.5,24975.5,0,93569,93569,0,31250,31250,0,22,0,24975.5,24975.5,0,29,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1996,22,6,3,1,0,40,6,0,0,2,0,20,4,14,2,0,0,0,0,0,120,16339,0
0,2,"DA63686","circular",112.460618722253,131103,31,2,2,0,92,0,92,31,31,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175657,0,175657,37573,0,37573,92,0,11151.5,0,11151.5,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1765,2,4,5,13,0,4,3,0,1,2,0,2,1,6,0,0,0,0,0,0,43,61972,NA
10,-7,"DA63690","circular",92.5056957214853,102722,2,1,3,NA,0,66,66,18,0,18,0,12,12,0,7,7,0,6,6,0,4,4,10,0,1508,1508,0,32,32,0,824,824,0,820,820,0,3538,3538,0,14227.5,14227.5,0,5656,5656,0,10,0,24326,24326,0,26,26,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,56,0,1349.5,1349.5,0,38,38,NA,NA,NA,NA,NA,NA,NA,13,1992,35,9,4,18,0,47,31,2,0,28,0,4,1,19,0,40,1,0,0,0,239,745.5,0
0,2,"DA63692","circular",14.2235854241292,147332,5,1,2,0,92,0,92,31,31,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175657,0,175657,37574,0,37574,92,0,11151.5,0,11151.5,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,2,4,5,13,0,5,3,0,1,2,0,2,1,6,0,0,0,0,0,0,44,61973,NA
3,-1,"DA63694","circular",28.7078575855255,84991,12,11,2,NA,10,1,11,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,101,0,101,26,0,26,36,-Inf,36,26,0,26,24327,0,24327,45997,0,45997,42429,0,42429,10,0,24327,0,24327,26,0,26,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,0,3,4,3,0,3,1,0,0,1,2,4,1,9,0,0,1,0,0,0,32,95717.5,NA
3,-1,"DA63696","circular",49.5021988922712,92850,2,2,2,3,0,15,15,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,83,83,0,27,27,0,86,86,0,35,35,0,14117,14117,0,41150,41150,0,31246,31246,0,15,0,14117,14117,0,27,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1949,7,9,10,14,2,23,20,0,2,14,1,7,1,16,0,0,0,0,0,0,126,76220.5,0
8,-4,"DA63698","circular",50.5441606479551,92075,14,5,4,NA,0,40,40,5,0,5,0,9,9,0,2,2,0,1,1,NA,NA,NA,8,0,381.5,381.5,0,43,43,0,825,825,0,359,359,0,8014.5,8014.5,0,116182,116182,0,32420,32420,0,28,0,17524,17524,0,67,67,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,6302,6302,0,33,33,NA,NA,NA,NA,NA,NA,NA,13,1996,4,3,31,4,0,78,0,3,0,5,6,27,3,25,14,0,6,0,0,0,209,2306,0
11,-7,"DA63700","circular",10.5906361450103,83127,3,2,4,NA,0,48,48,8,0,8,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,45.5,45.5,0,33,33,0,215,215,0,33,33,0,10492,10492,0,103417,103417,0,43568,43568,0,14,0,17125,17125,0,54.5,54.5,1,1,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,10492,10492,0,32.5,32.5,NA,NA,NA,NA,NA,NA,NA,10,1877,33,0,0,5,14,60,25,0,0,0,0,6,1,19,0,28,1,0,0,0,192,1018.5,NA
0,2,"DA63702","circular",91.5313775281512,109071,1,1,2,0,19,0,19,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,93,0,93,26,0,26,99,0,99,35,0,35,31240,0,31240,41179,0,41179,31240,0,31240,19,0,31240,0,31240,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1895,4,12,5,2,0,35,4,1,1,20,0,0,2,16,0,0,0,0,0,0,102,17523,0
0,3,"DA63704","circular",10.4402925620028,75345,1,1,3,0,37,0,37,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,111,0,111,32,0,32,93,0,93,44,0,44,47018,0,47018,131876,0,131876,34084,0,34084,37,0,47018,0,47018,32,0,32,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1987,7,18,4,2,0,9,1,4,0,0,0,5,0,17,0,0,1,0,0,0,68,5988,NA
5,-2,"DA63706","circular",73.5313740202135,86207,11,4,3,5,0,34,34,14,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,124,124,0,26,26,0,84,84,0,26,26,0,17402,17402,0,133665,133665,0,19997,19997,0,10,0,24327,24327,0,26,26,2,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,NA,NA,0,12,0,6596,6596,0,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1855,16,3,3,62,10,57,11,0,0,33,9,4,2,12,0,36,1,10,0,0,269,579.5,NA
11,-6,"DA63708","circular",16.2324959756159,115141,12,6,5,NA,38,34,72,20,20,0,1,5,6,NA,NA,NA,0,2,2,NA,NA,NA,15,64,0,64,31,34.5,32,127,821,821,44,0,44,67051,8535.5,8634,139748.5,0,139748.5,31070,0,31070,38,0,67051,0,67051,31,0,31,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,8535.5,8535.5,0,34.5,34.5,NA,NA,NA,NA,NA,NA,NA,9,1732,61,33,0,8,0,53,0,0,0,2,9,5,0,25,0,33,0,0,0,0,229,1121.5,NA
0,2,"DA63710","circular",91.362590962773,129699,0,0,2,0,22,0,22,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,174,0,174,23,0,23,86,0,86,33,0,33,9990.5,0,9990.5,88581,0,88581,37574,0,37574,22,0,9990.5,0,9990.5,23,0,23,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1877,10,5,6,17,0,7,5,0,2,3,0,2,5,10,0,0,1,0,0,0,73,49176.5,0
10,-5,"DA63712","circular",23.1390219090197,99882,14,4,5,NA,113,171,284,66,29,37,2,84,86,0,13,13,0,30,30,NA,NA,NA,14,397.5,1623.5,878.5,31,90,36,115,820,820,44,261,261,17805,12832,14586,102654,42439,53071,30929,17693,17693,113,0,17805,0,17805,31,0,31,2,0,3,2,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,NA,NA,0,86,0,12827.5,12827.5,0,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1990,106,36,10,3,0,72,24,3,0,40,3,11,6,15,1,114,6,12,0,0,462,395.5,NA
2,-1,"DA63714","circular",52.5634445609426,114955,42,3,1,2,0,12,12,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,78,78,0,32,32,0,45,45,0,26,26,0,24327,24327,0,47203,47203,0,43682,43682,0,12,0,24327,24327,0,32,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1855,5,3,9,27,0,26,1,0,0,4,0,4,3,12,0,0,1,0,0,0,95,3752.5,NA
0,2,"DA63716","circular",17.8304432474148,87726,1,1,2,0,31,0,31,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,236,0,236,26,0,26,86,0,86,46,0,46,40409,0,40409,147301,0,147301,31249,0,31249,31,0,40409,0,40409,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1766,5,6,3,14,0,7,6,0,1,4,0,2,1,12,0,0,0,0,0,0,61,16341,NA
4,-1,"DA63718","circular",61.6548479698785,83383,3,1,3,4,0,31,31,14,0,14,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,64,64,0,36,36,0,127,127,0,43,43,0,39200,39200,0,110629.5,110629.5,0,31070,31070,0,31,0,39200,39200,0,36,36,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1876,7,23,2,34,0,23,0,0,0,2,0,8,1,19,0,0,4,0,0,0,123,46942,NA
0,2,"DA63720","circular",11.4846399101968,113798,1,1,2,0,29,0,29,16,16,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,225,0,225,26,0,26,106,0,106,46,0,46,40409,0,40409,145671,0,145671,31249,0,31249,29,0,40409,0,40409,26,0,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1994,5,6,3,2,0,9,6,0,1,2,0,2,1,12,0,0,0,0,0,0,49,16339,NA
4,-1,"DA63722","circular",102.823365593368,110692,4,2,3,NA,0,119,119,26,0,26,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,100,100,0,26,26,0,144,144,0,38,38,0,545,545,0,159791.5,159791.5,0,31121,31121,0,119,0,545,545,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1996,29,0,13,3,0,20,5,0,4,5,2,0,2,14,23,0,0,0,0,0,120,25419.5,NA
8,-5,"DA63724","linear",14.6295391739197,90875,11,4,3,NA,38,21,59,11,7,4,11,7,18,0,4,4,0,1,1,0,1,1,11,93,1638,146,39,67,52,187,821,821,35,821,821,310,3290,3285,41185,7299.5,37570,31247,7021,7021,38,0,310,0,310,39,0,39,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,3290,3290,0,67,67,NA,NA,NA,NA,NA,NA,NA,10,1767,13,4,12,1,0,20,2,0,2,0,0,6,0,15,0,45,0,0,0,0,120,1243.5,0
1,1,"DA63726","circular",24.2427280451822,93364,2,1,2,2,46,0,46,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,136,0,136,32,0,32,89,0,89,35,0,35,7969.5,0,7969.5,111855,0,111855,42429,0,42429,10,0,18552,0,18552,29,0,29,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,36,0,7410,0,7410,35,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1899,17,2,3,27,0,17,4,1,0,9,3,2,3,12,0,9,2,4,0,0,115,1358,NA
4,-1,"DA63728","circular",46.9888164997798,127757,7,2,3,NA,0,119,119,26,0,26,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,100,100,0,26,26,0,144,144,0,38,38,0,545,545,0,159023.5,159023.5,0,31129,31129,0,119,0,545,545,0,26,26,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1996,0,0,10,3,0,18,4,0,0,0,0,0,3,14,7,0,1,0,0,0,60,49872,NA
2,-1,"DA63730","circular",23.4825407992641,75596,34,4,1,2,0,10,10,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,78,78,0,26,26,0,32,32,0,26,26,0,9990,9990,0,37393,37393,0,33872,33872,0,10,0,9990,9990,0,26,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1766,1,2,7,8,0,5,19,0,0,1,0,8,1,11,0,0,0,0,0,0,63,88969,0
6,-4,"DA63732","linear",5.41622888903614,93214,14,7,2,6,0,42,42,7,0,7,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,174,174,0,31,31,0,136,136,0,33,33,0,1138,1138,0,90025,90025,0,39018,39018,0,42,0,1138,1138,0,31,31,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1775,16,8,4,19,1,20,4,0,0,1,0,2,1,6,3,0,0,0,0,0,85,423.5,NA
3,-1,"DA63734","linear",30.2812095369132,110075,1,1,2,3,0,30,30,4,0,4,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,55.5,55.5,0,33.5,33.5,0,124,124,0,35,35,0,3239,3239,0,115830.5,115830.5,0,31121,31121,0,30,0,3239,3239,0,33.5,33.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1864,8,2,2,2,0,9,3,0,0,4,0,20,1,13,0,0,0,0,0,0,64,16339,0
3,-1,"DA63736","linear",9.77807168665542,81135,3,3,2,3,0,72,72,25,0,25,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,329.5,329.5,0,26,26,0,117,117,0,53,53,0,11080.5,11080.5,0,173845,173845,0,32592,32592,0,72,0,11080.5,11080.5,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1970,4,7,4,4,0,17,2,0,4,7,0,2,1,12,0,0,0,0,0,0,64,16327.5,NA
3,-1,"DA63738","circular",14.9695676661691,112190,1,1,2,3,0,69,69,25,0,25,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,329.5,329.5,0,26,26,0,117,117,0,53,53,0,11372,11372,0,173801,173801,0,32593,32593,0,69,0,11372,11372,0,26,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1914,4,7,4,20,0,18,3,0,4,7,0,2,2,12,0,0,0,0,0,0,83,16329,NA
12,-9,"DA63740","circular",29.3734456912781,76464,16,5,3,NA,0,118,118,28,0,28,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,259,259,0,30,30,0,206,206,0,36,36,0,17607.5,17607.5,0,81015.5,81015.5,0,22890,22890,0,118,0,17607.5,17607.5,0,30,30,2,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1853,10,0,6,9,10,26,5,3,0,2,6,16,3,16,9,32,0,0,0,0,153,984.5,NA
2,-1,"DA63742","circular",35.5692424023916,88295,43,8,1,2,0,10,10,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,78,78,0,29,29,0,36,36,0,26,26,0,18552,18552,0,45950,45950,0,42429,42429,0,10,0,18552,18552,0,29,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1898,17,2,3,25,0,7,1,1,0,3,0,4,1,11,0,0,1,0,0,0,76,96049,NA
