"strain","chrom.status","coverage","read.max.len","n.c.plasmids","n.beta.lac.4","n.plasmids","n.beta.lac","n.beta.lac.plasmid","n.beta.lac.chrom","min.dist.oriC.chrom","min.dist.oriC.plasmid","min.dist.oriC","med.dist.oriC.chrom","med.dist.oriC.plasmid","med.dist.oriC","n.beta.lac.plus.chrom","n.beta.lac.plus.plasmid","nc.beta.lac.plus.plasmid","n.beta.lac.plus","nc.beta.lac.plus","nc.beta.lac.plasmid","n.rep.chrom","n.rep.plasmid","n.rep.total","n.rep.tot.cen","n.rep.cen.chrom","n.rep.cen.plasmid","n.rep.100.chrom","n.rep.100.plasmid","n.rep.100.total","n.rep.100.cen.chrom","n.rep.100.cen.plasmid","n.rep.100.cen.tot","n.rep.500.chrom","n.rep.500.plasmid","n.rep.500.total","n.rep.500.cen.chrom","n.rep.500.cen.plasmid","n.rep.500.cen.tot","rep.in","med.tot.rep.len.chrom","med.tot.rep.len.plasmid","med.tot.rep.len","med.rep.len.chrom","med.rep.len.plasmid","med.rep.len","max.rep.len.chrom","max.rep.len.plasmid","max.rep.len","max.rep.len.cen.chrom","max.rep.len.cen.plasmid","max.rep.len.cen","med.AR.len.chrom","med.AR.len.plasmid","med.AR.len","med.AR.len.cen.chrom","med.AR.len.cen.plasmid","med.AR.len.cen","min.AR.len.cen.chrom","min.AR.len.cen.plasmid","min.AR.len.cen","n.rep.chrom.ampC","n.rep.plasmid.ampC","med.AR.len.chrom.ampC","med.AR.len.plasmid.ampC","med.AR.len.ampC","med.rep.len.chrom.ampC","med.rep.len.plasmid.ampC","med.rep.len.ampC","ampC.type.beta.lactamase","TEM.beta.lactamase","sulfonamide.resistant.sul","trimethoprim.resistant.dihydrofolate.reductase.dfr","APH3","streptothricin.acetyltransferase.SAT","ANT3","CTX.M.beta.lactamase","chloramphenicol.acetyltransferase.CAT","AAC3","OXA.beta.lactamase","AAC6.Ib.cr","ANT2","fosfomycin.thiol.transferase","SHV.beta.lactamase","tetracycline.resistant.ribosomal.protection.protein","APH4","DHA.beta.lactamase","APH6","macrolide.phosphotransferase.MPH","quinolone.resistance.protein.qnr","n.TEM.1","n.TEM.210","n.TEM.148","n.TEM.37","n.rep.chrom.CTX","n.rep.plasmid.CTX","med.AR.len.chrom.CTX","med.AR.len.plasmid.CTX","med.AR.len.CTX","med.rep.len.chrom.CTX","med.rep.len.plasmid.CTX","med.rep.len.CTX","n.rep.chrom.TEM","n.rep.plasmid.TEM","med.AR.len.chrom.TEM","med.AR.len.plasmid.TEM","med.AR.len.TEM","med.rep.len.chrom.TEM","med.rep.len.plasmid.TEM","med.rep.len.TEM","n.rep.plasmid.SHV","med.AR.len.plasmid.SHV","med.AR.len.SHV","med.rep.len.plasmid.SHV","med.rep.len.SHV","n.is.fam","max.is.len","IS1","IS110","IS200/IS605","IS21","IS256","IS3","IS4","IS481","IS630","IS66","IS91","ISAS1","ISL3","ISNCY","IS5","IS6","IS30","new","IS1380","IS1182","ISKRA4","n.is.tot","min_distance_is_gene","n.interrupted.genes","resistance"
"DA63646","circular",18.3211750811698,64920,80,"no",8,3,0,3,1547187,0,1547187,3781613,0,3781613,2,0,0,2,2,0,39,0,39,12,12,0,1,0,1,1,0,1,1,0,1,1,0,1,0,96,0,96,31,0,31,1330,0,1330,1330,0,1330,21977,0,21977,124802.5,0,124802.5,33645,0,33645,39,0,21977,0,21977,31,0,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7884,11,0,15,14,2,20,45,0,0,8,6,8,1,14,7,0,0,0,0,0,0,151,6790,0,"nonHR"
"DA63648","circular",54.4314738015521,108087,1,"no",1,2,1,1,6873,4217284,4224157,6873,4217284,4224157,1,0,0,1,1,1,17,12,29,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,101,101,37,26,32,409,36,409,0,26,26,5326,18552,8637,0,46765,46765,0,43197,43197,0,12,0,18552,18552,0,26,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,5326,0,5326,37,0,37,0,0,0,0,0,13,2749,33,1,3,27,0,9,5,1,0,9,0,4,1,12,0,4,2,0,0,0,0,111,987.5,0,"nonHR"
"DA63650","circular",24.6710215114534,96088,7,"no",1,2,0,2,3543547,0,3543547,3932819,0,3932819,0,0,0,0,0,0,25,0,25,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,23,0,23,35,0,35,33,0,33,14671,0,14671,110964,0,110964,37574,0,37574,25,0,14671,0,14671,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3484,16,15,6,9,0,36,7,2,5,15,0,2,5,6,0,0,2,0,0,0,0,126,22227.5,0,"nonHR"
"DA63652","circular",16.4744707886234,86273,20,"no",5,4,1,3,1420825,20943,1441768,3784427,20943,3805370,2,1,1,3,3,1,24,3,27,11,11,0,1,3,4,1,0,1,0,3,3,0,0,0,0,583,0,583,46.5,820,70,134,822,822,134,0,134,24103,9968,15696,28842,0,28842,28743,0,28743,24,0,24103,0,24103,46.5,0,46.5,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9968,9968,0,820,820,0,0,0,0,0,11,3483,23,1,63,11,0,50,0,3,0,14,0,5,4,21,0,42,0,0,0,0,0,237,990,0,"nonHR"
"DA63654","circular",19.1591559122392,99488,2,"no",2,2,1,1,779702,85235,864937,779702,85235,864937,1,0,0,1,1,1,10,210,220,121,3,118,0,48,48,0,18,18,0,4,4,0,0,0,0,78,7281,3679.5,29,52,46,36,822,822,26,182,182,18552,56025.5,55450.5,46726,91971.5,91273,43205,13845,13845,10,0,18552,0,18552,29,0,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210,0,56025.5,56025.5,0,52,52,0,0,0,0,0,13,2823,48,2,3,28,0,23,5,0,0,13,0,4,2,11,4,18,2,0,0,0,0,163,797.5,0,"nonHR"
"DA63656","linear",38.2944165325205,88637,13,"no",5,3,3,0,0,99489,99489,0,2890418,2890418,0,2,2,2,2,3,0,77,77,19,0,19,0,5,5,0,1,1,0,1,1,0,1,1,0,0,746.5,746.5,0,32,32,0,768,768,0,768,768,0,10199,10199,0,47066,47066,0,18874,18874,0,26,0,14186,14186,0,23,23,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,10197,10197,0,46,46,0,0,0,0,0,16,3484,66,21,6,37,0,55,22,1,3,15,10,2,5,6,0,30,4,2,0,0,0,285,2160.5,0,"HR"
"DA63658","circular",6.84662926165707,86539,23,"no",8,2,0,2,388650,0,388650,752627.5,0,752627.5,0,0,0,0,0,0,20,0,20,7,7,0,2,0,2,0,0,0,1,0,1,0,0,0,0,93,0,93,29.5,0,29.5,1310,0,1310,35,0,35,36258,0,36258,41185,0,41185,31247,0,31247,20,0,36258,0,36258,29.5,0,29.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6001,4,4,12,2,0,19,3,0,2,0,0,6,0,15,0,0,0,0,0,0,0,67,25088,0,"nonHR"
"DA63660","circular",26.2619022376745,79959,1,"no",1,3,0,3,1351757,0,1351757,3629590,0,3629590,2,0,0,2,2,0,34,0,34,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,25,0,25,93,0,93,41,0,41,39164,0,39164,95984,0,95984,34083,0,34083,34,0,39164,0,39164,25,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1899,3,0,2,7,0,9,2,0,0,3,0,9,2,18,0,0,2,4,0,0,0,61,0,0,"HR"
"DA63662","circular",12.9732689301959,96541,7,"no",1,2,0,2,3786609,0,3786609,4139820.5,0,4139820.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,23,0,23,86,0,86,33,0,33,10036,0,10036,88582,0,88582,37575,0,37575,23,0,10036,0,10036,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3954,1,6,6,21,0,13,5,2,2,11,0,2,3,6,0,0,0,0,0,0,0,78,34599.5,0,"nonHR"
"DA63664","circular",42.7148044714512,95641,1,"no",1,2,0,2,3395425,0,3395425,3747061,0,3747061,0,0,0,0,0,0,36,0,36,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,99,0,99,33.5,0,33.5,151,0,151,35,0,35,3239,0,3239,41186,0,41186,31250,0,31250,36,0,3239,0,3239,33.5,0,33.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2555,9,7,3,6,0,14,2,0,1,2,0,2,5,12,0,0,0,0,0,0,0,63,19549,0,"nonHR"
"DA63666","circular",35.3759261929911,108562,5,"no",2,4,1,3,1225262,72955,1298217,3048562,72955,3121517,1,0,0,1,1,2,105,75,180,45,39,6,33,14,47,15,3,18,5,1,6,3,1,4,0,230,1557,893.5,36,35,36,769,820,820,561,820,820,40355,403,8705,130895,108494.5,127096,28644,11022,11022,105,0,40355,0,40355,36,0,36,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,403,403,0,35,35,0,0,0,0,0,10,3727,234,14,0,11,0,51,2,0,0,0,10,3,0,15,0,11,0,20,0,0,0,371,1129,0,"nonHR"
"DA63668","circular",12.8557986209907,92058,0,"no",0,2,0,2,3612482,0,3612482,4044830.5,0,4044830.5,2,0,0,2,2,0,69,0,69,25,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,329.5,0,329.5,26,0,26,117,0,117,53,0,53,11372,0,11372,173801,0,173801,32593,0,32593,69,0,11372,0,11372,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1914,1,7,2,20,0,15,2,0,4,1,0,2,1,12,0,0,0,0,0,0,0,67,16329,0,"nonHR"
"DA63670","circular",70.6197958770039,107826,1,"no",1,2,0,2,3445605,0,3445605,3827332.5,0,3827332.5,2,0,0,2,2,0,23,0,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,0,93.5,32,0,32,98,0,98,36,0,36,15573,0,15573,90641,0,90641,33771,0,33771,23,0,15573,0,15573,32,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2896,4,0,1,2,0,3,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,24,64354.5,0,"nonHR"
"DA63672","circular",37.9152953878415,104524,8,"no",3,3,1,2,388847,58876,447723,756957,58876,815833,0,0,0,0,0,1,35,46,81,23,7,16,8,14,22,0,8,8,0,8,8,0,5,5,0,93,5066,146,35,50.5,43,160,822,822,35,822,822,283,5725,4842,41185,44880.5,41185,31247,3553,3553,35,0,283,0,283,35,0,35,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5725,5725,0,50.5,50.5,0,0,0,0,0,12,3235,38,4,12,15,0,52,10,0,2,11,8,6,0,15,0,48,0,0,0,0,0,221,1556.5,0,"HR"
"DA63674","circular",14.7757656073994,83494,46,"no",9,4,1,3,1333013,41707,1374720,3523570,41707,3565277,2,1,1,3,3,1,104,32,136,46,35,11,0,5,5,0,0,0,0,1,1,0,0,0,0,333,532,431.5,30,49,32,91,1360,1360,44,83,83,26106,12762,18046,122259,52436,102409.5,22790,19458,19458,104,0,26106,0,26106,30,0,30,3,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,12762,12762,0,49,49,0,0,0,0,0,15,6138,106,22,4,24,0,36,2,3,0,3,11,11,14,13,20,28,0,0,0,11,0,308,1373.5,0,"nonHR"
"DA63678","circular",23.6889535042349,96817,1,"no",1,3,3,0,0,1821314,1821314,0,3698651,3698651,0,1,1,1,1,3,0,33,33,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,33,33,0,93,93,0,44,44,0,42166,42166,0,133406.5,133406.5,0,31142,31142,0,33,0,42166,42166,0,33,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3636,0,30,4,2,0,11,1,0,0,0,0,6,0,21,0,0,0,0,0,0,0,75,5830.5,0,"nonHR"
"DA63680","circular",16.9341653641824,102469,10,"no",3,2,1,1,4004638,59748,4064386,4004638,59748,4064386,0,0,0,0,0,1,10,45,55,5,4,1,0,9,9,0,0,0,0,4,4,0,0,0,0,101,20,60.5,26,53,46,36,821,821,26,20,26,24327,18493,18599,45997,61435,46044,42429,61435,42429,10,0,24327,0,24327,26,0,26,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,45,0,18493,18493,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3235,55,2,9,32,0,86,1,1,0,32,10,4,3,12,4,50,1,0,0,0,0,302,1903.5,0,"nonHR"
"DA63682","circular",14.2066789184638,111363,1,"no",1,2,0,2,3677878,0,3677878,4028710.5,0,4028710.5,2,0,0,2,2,0,39,0,39,7,7,0,11,0,11,0,0,0,0,0,0,0,0,0,0,99,0,99,43,0,43,196,0,196,35,0,35,319,0,319,41192,0,41192,31250,0,31250,39,0,319,0,319,43,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1766,9,7,3,15,0,13,2,0,1,5,0,0,2,12,0,0,0,0,0,0,0,69,19550,0,"nonHR"
"DA63684","circular",14.8032655002124,74232,6,"no",3,2,0,2,354613,0,354613,707509,0,707509,0,0,0,0,0,0,23,0,23,9,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,127,0,127,29,0,29,106,0,106,36,0,36,18701,0,18701,93569,0,93569,31250,0,31250,23,0,18701,0,18701,29,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2083,22,6,3,1,0,41,6,0,0,2,0,20,4,14,2,0,0,0,0,0,0,121,19549,0,"nonHR"
"DA63686","circular",23.5520870280362,131103,17,"no",1,2,0,2,3841718,0,3841718,4215600,0,4215600,2,0,0,2,2,0,87,0,87,31,31,0,3,0,3,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,112,0,112,53,0,53,11330,0,11330,175656,0,175656,37574,0,37574,87,0,11330,0,11330,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,2,4,5,13,0,5,3,0,1,2,0,2,1,6,0,0,0,0,0,0,0,44,92820,0,"nonHR"
"DA63688","circular",92.6517009600056,142739,23,"yes",3,5,2,3,298774,40709,339483,1065653,46581,1112234,1,2,3,3,4,3,104,54,158,26,26,0,0,11,11,0,0,0,0,1,1,0,0,0,0,100,0,100,26,37.5,31,94,2699,2699,38,0,38,4925,5804,5370.5,159015.5,0,159015.5,31121,0,31121,104,0,4925,0,4925,26,0,26,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54,0,5804,5804,0,37.5,37.5,0,0,0,0,0,14,3235,33,1,16,8,0,37,9,0,0,18,15,0,2,21,15,10,1,5,0,0,0,191,1463.5,0,"HR"
"DA63690","circular",22.634011794466,102722,2,"no",1,3,0,3,3650255,0,3650255,3870994,0,3870994,1,0,0,1,1,0,66,0,66,18,18,0,12,0,12,7,0,7,6,0,6,4,0,4,0,1508,0,1508,32,0,32,824,0,824,820,0,820,3538,0,3538,14227.5,0,14227.5,5656,0,5656,10,0,24326,0,24326,26,0,26,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,56,0,1349.5,0,1349.5,38,0,38,0,0,0,0,0,16,3317,34,9,10,19,0,51,33,3,0,37,6,4,1,19,0,40,1,4,0,5,0,276,1268.5,0,"HR"
"DA63692","circular",14.2235854241292,147332,5,"no",1,2,0,2,3841909,0,3841909,4215801.5,0,4215801.5,2,0,0,2,2,0,92,0,92,31,31,0,4,0,4,0,0,0,0,0,0,0,0,0,0,405.5,0,405.5,26,0,26,149,0,149,53,0,53,11151.5,0,11151.5,175657,0,175657,37574,0,37574,92,0,11151.5,0,11151.5,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1766,2,4,5,13,0,5,3,0,1,2,0,2,1,6,0,0,0,0,0,0,0,44,92820,0,"nonHR"
"DA63694","circular",6.42172446318809,84991,12,"no",11,2,1,1,4346411,535,4346946,4346411,535,4346946,0,0,0,0,0,1,10,1,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,24327,0,24327,45997,0,45997,42429,0,42429,10,0,24327,0,24327,26,0,26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2068,0,3,10,8,0,3,1,0,0,1,2,4,1,9,0,0,1,0,0,0,0,43,0,0,"HR"
"DA63696","circular",10.7182545281629,71796,4,"no",3,2,0,2,350556,0,350556,744938,0,744938,0,0,0,0,0,0,15,0,15,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,83,0,83,27,0,27,106,0,106,35,0,35,14118,0,14118,41151,0,41151,31247,0,31247,15,0,14118,0,14118,27,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8194,6,9,9,15,2,20,24,0,2,13,1,7,1,17,0,0,0,0,0,0,0,126,76223.5,0,"nonHR"
"DA63698","circular",13.1661372928855,92075,12,"no",4,4,1,3,2125969,35917,2161886,2820944,35917,2856861,2,1,1,3,3,1,22,24,46,3,3,0,3,1,4,1,0,1,3,0,3,1,0,1,0,366.5,0,366.5,48.5,33,37,1310,138,1310,686,0,686,6963,6298.5,6298.5,115855,0,115855,86842,0,86842,22,0,6963,0,6963,48.5,0,48.5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6298.5,6298.5,0,33,33,0,0,0,0,0,13,3932,4,3,46,5,0,79,0,3,0,11,6,27,3,25,14,0,7,0,0,0,0,233,2305,0,"nonHR"
"DA63700","circular",10.5906361450103,83127,3,"no",2,4,4,0,0,63691,63691,0,2852337,2852337,0,3,3,3,3,4,0,48,48,8,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.5,45.5,0,33,33,0,215,215,0,33,33,0,10492,10492,0,103417,103417,0,43568,43568,0,14,0,17125,17125,0,54.5,54.5,3,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,10492,10492,0,32.5,32.5,0,0,0,0,0,11,2392,33,0,0,5,14,66,25,0,0,0,0,6,1,19,14,28,2,0,0,0,0,213,1018.5,0,"nonHR"
"DA63702","circular",19.962104723633,88230,1,"no",1,2,0,2,3815119,0,3815119,4195305,0,4195305,2,0,0,2,2,0,19,0,19,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,93,26,0,26,99,0,99,35,0,35,13714,0,13714,41179,0,41179,31240,0,31240,19,0,13714,0,13714,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3760,4,12,5,5,0,40,4,2,1,33,0,0,2,16,0,0,0,0,0,0,0,124,17524,0,"nonHR"
"DA63704","circular",10.4402925620028,75345,1,"no",1,3,0,3,1398269,0,1398269,3556008,0,3556008,2,0,0,2,2,0,37,0,37,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,111,32,0,32,93,0,93,44,0,44,47018,0,47018,131876,0,131876,34084,0,34084,37,0,47018,0,47018,32,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5352,7,19,4,2,0,13,1,4,0,0,0,5,0,17,0,0,1,0,0,0,0,73,5988,0,"nonHR"
"DA63706","circular",15.7353541652862,86207,11,"no",4,3,0,3,1707502,0,1707502,1712414,0,1712414,1,0,0,1,1,0,34,0,34,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,26,0,26,84,0,84,26,0,26,17402,0,17402,133670,0,133670,20002,0,20002,10,0,24327,0,24327,26,0,26,1,0,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,6596,0,6596,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8893,17,3,9,60,10,74,10,1,0,28,9,4,3,12,0,36,1,20,10,0,0,307,1140,0,"HR"
"DA63708","circular",16.2324959756159,115141,12,"yes",6,5,2,3,1670841,116818,1787659,2322780,129291.5,2452071.5,1,2,3,3,4,3,38,34,72,20,20,0,1,5,6,0,0,0,0,2,2,0,0,0,0,64,0,64,31,34.5,32,127,821,821,44,0,44,67051,8535.5,8634,139748.5,0,139748.5,31070,0,31070,38,0,67051,0,67051,31,0,31,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,8535.5,8535.5,0,34.5,34.5,0,0,0,0,0,10,8473,98,37,0,17,0,53,0,0,0,3,9,5,0,25,0,33,0,18,0,0,0,298,1121.5,0,"nonHR"
"DA63710","circular",19.2799987137562,104951,0,"no",0,2,0,2,3824780,0,3824780,4219793.5,0,4219793.5,2,0,0,2,2,0,24,0,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,23,0,23,86,0,86,33,0,33,11874,0,11874,102984,0,102984,37574,0,37574,24,0,11874,0,11874,23,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1877,10,5,6,21,0,7,5,0,2,3,0,2,9,10,0,0,5,0,0,0,0,85,18078.5,0,"nonHR"
"DA63714","circular",12.3474698025031,86943,53,"no",3,1,0,1,3996045,0,3996045,3996045,0,3996045,0,0,0,0,0,0,13,0,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,101,26,0,26,36,0,36,26,0,26,30055,0,30055,47250,0,47250,43682,0,43682,13,0,30055,0,30055,26,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2563,5,3,9,21,0,35,1,1,0,7,0,4,3,12,0,0,1,0,0,0,0,102,3751.5,0,"nonHR"
"DA63716","circular",17.8304432474148,87726,1,"no",1,2,0,2,3731138,0,3731138,4082126,0,4082126,2,0,0,2,2,0,31,0,31,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,236,26,0,26,86,0,86,46,0,46,40409,0,40409,147301,0,147301,31249,0,31249,31,0,40409,0,40409,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2096,5,6,3,14,0,8,6,0,1,5,0,2,1,12,0,0,0,0,0,0,0,63,96587,0,"nonHR"
"DA63718","circular",13.8922950097638,82820,3,"no",1,3,0,3,1410177,0,1410177,3723713,0,3723713,2,0,0,2,2,0,29,0,29,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,36,0,36,93,0,93,43,0,43,54775,0,54775,124172,0,124172,34076,0,34076,29,0,54775,0,54775,36,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4628,10,23,2,30,0,32,0,0,0,2,0,8,3,19,0,0,4,5,0,0,0,138,50009.5,0,"nonHR"
"DA63720","circular",11.4846399101968,113798,1,"no",1,2,0,2,3311701,0,3311701,3662691,0,3662691,0,0,0,0,0,0,29,0,29,16,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,225,0,225,26,0,26,106,0,106,46,0,46,40409,0,40409,145671,0,145671,31249,0,31249,29,0,40409,0,40409,26,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2139,5,6,3,6,0,9,6,0,1,3,0,2,1,12,0,0,0,0,0,0,0,54,96586,0,"nonHR"
"DA63722","circular",5.92280042562977,107353,136,"no",4,3,0,3,299968,0,299968,1066769,0,1066769,1,0,0,1,1,0,95,0,95,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,26,0,26,84,0,84,38,0,38,7049,0,7049,159791.5,0,159791.5,31121,0,31121,95,0,7049,0,7049,26,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3235,31,0,16,8,0,22,5,0,4,5,2,0,0,14,22,0,1,0,0,0,0,130,25419.5,0,"nonHR"
